Date Time,Publication Id,Publisher Id,Bid Id,Site Id,Media Channel,Session Id,User Agent,Mouse Moment,Scroll Event,Environment,Browser Finger Print,Click Count,Postal Code,Latitude,Longitude,ISP,Is Robot,Device Type,IP,Request Page URL,Country,State,Os,Browser,Number Of Records,Hour
26/08/2025 4:50,gerzeny,WA,${uBidId},gerzeny,web,FNTuGv6a78jNqbY9jN3Vu2MQhlbRn7Gh,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0",0,0,Web,9168ffced683d2326cf6e8196379ffb80ebbbff2d38ee5c2756e2344237d2ec2,0,33547,27.8503,-82.1748,frontier communications,FALSE,1,47.197.148.234,https://www.gerzenysrvworld.com/rv-search?s=true,united states,florida,windows,chrome,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,fAMv7kSiUtKbrmlgAffl5QLvKf36NUhN,"Mozilla/5.0 (iPad; CPU OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/382.0.794785026 Mobile/15E148 Safari/604.1",0,0,Web,de42128ae770cd70845df785cb218a4dfd9570463afa10881bad2fe648829f3b,0,34135,26.3771,-81.7334,comcast cable,FALSE,2,73.156.103.143,https://www.gerzenysrvworld.com/product/used-2022-dutchmen-rv-aspen-trail-25bh-2563879-29,united states,florida,ios,google search application,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,PHvXlWZSFudaPZ6JcR2qpeMiIhdoEGA7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",0,0,Web,5415828e9e832c0469999b9f619f9ac915736a89114dfd6cc1f3695cbcd13c4c,0,33809,28.1762,-81.9591,frontier communications,FALSE,1,47.206.30.74,https://www.gerzenysrvworld.com/product/new-2025-forest-river-rv-cardinal-402beds-2804514-5,united states,florida,windows,chrome,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,7vz1t9twiikbETR9Ovs5YhXGWuYNkyNB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",0,0,Web,5415828e9e832c0469999b9f619f9ac915736a89114dfd6cc1f3695cbcd13c4c,0,33809,28.1762,-81.9591,frontier communications,FALSE,1,47.206.30.74,https://www.gerzenysrvworld.com/product/new-2024-gulf-stream-rv-conquest-6220le-2424991-16,united states,florida,windows,chrome,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,JGITFqnUglzc6u5Efa4rcUqIQwWvbQCG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",0,0,Web,6bc9b14f1582dd4db5b4acc70f8801c1ee43e9977e0e05162949b0eeefe17d34,0,34104,26.1529,-81.7403,summit broadband,FALSE,1,208.76.136.190,https://www.gerzenysrvworld.com/dealership/new-used-rvs-for-sale-in-fort-myers-fl?s=true,united states,florida,windows,chrome,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,0qTdKOPCT8yMqdRN2SVHoRsT5Mvluogq,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",0,0,Web,4c25b9c41524f7fb337d1d8ab6e8932ca71f67b758f8a16b1fe33b35cbf35ec4,0,33809,28.1762,-81.9591,frontier communications,FALSE,1,47.206.30.74,https://www.gerzenysrvworld.com/product/teardrop-trailer,united states,florida,windows,chrome,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,NEy0Bpnod1jTnozAtTl3uJW7xhYWgC8t,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",0,0,Web,de42128ae770cd70845df785cb218a4dfd9570463afa10881bad2fe648829f3b,0,34235,27.3682,-82.4847,comcast cable,FALSE,1,174.58.21.190,https://www.gerzenysrvworld.com/product/new-2025-nucamp-rv-tab-320-s-boondock-pkg-2814695-102,united states,florida,macos,safari,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,e935drGnGi7m7IYPAPd3aMsgqa7iDp32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",0,0,Web,f27afde3ffbbc566a349384afe8f38673f6cee42242632b1fafa8426cea92f30,0,34275,27.1389,-82.4548,frontier communications,FALSE,1,47.206.43.57,https://www.gerzenysrvworld.com/dealership/new-used-rvs-for-sale-in-nokomis-fl,united states,florida,windows,chrome,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,BtscxjFsk3DATdVnMAUtR9PqMTTKKCFv,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",0,0,App,3ab065ee3adfe5fa950f333e3bd464a26bdd4531429d8a8e8ce6f673a1ccdf67,0,33701,27.7728,-82.6379,verizon wireless,FALSE,3,174.211.164.151,https://www.gerzenysrvworld.com/rv-search?s=true,united states,florida,android,chrome mobile,1,4
26/08/2025 4:49,gerzeny,WA,${uBidId},gerzeny,web,khi1C4PdZ6AOHGncDP1caFzNsVxV5ATS,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",0,0,Web,5415828e9e832c0469999b9f619f9ac915736a89114dfd6cc1f3695cbcd13c4c,0,33809,28.1762,-81.9591,frontier communications,FALSE,1,47.206.30.74,https://www.gerzenysrvworld.com/product/used-2020-leisure-travel-unity-24mb-2808310-14,united states,florida,windows,chrome,1,4
